Income,Credit_Score,Debt,Zip_Code,Credit_Card_Eligibility
83631,714,271,20015,1
86172,667,18414,92164,1
122080,693,11698,73023,1
100281,725,15889,61500,1
108671,706,9657,73925,1
131431,756,9387,90596,1
108602,805,16376,59631,1
131399,773,11279,86190,1
103472,848,12015,73652,1
129230,800,7041,61087,1
87099,811,17510,89789,1
105431,788,8708,64909,1
136492,812,10857,21565,1
127684,765,9493,37597,1
110111,742,8052,75623,1
143936,691,16995,19432,1
102614,677,17133,84300,1
121991,772,13580,75714,1
140920,673,18240,59314,1
143530,785,17910,51965,1
116224,755,10216,94268,1
87788,767,6229,77957,1
108082,702,13343,53715,1
96531,849,2098,63450,1
124857,781,15438,96062,1
90142,749,7865,71902,1
128355,654,16557,38317,1
89866,698,12211,76753,1
144027,747,500,45242,1
137906,679,3646,10929,1
108138,721,18747,23580,1
109956,752,10048,30742,1
85439,712,11344,27833,1
127241,824,18280,81347,1
122533,675,9910,84155,1
108270,834,1778,99791,1
119279,686,12984,23527,1
103888,656,19441,68139,1
97630,776,5190,79585,1
141063,817,15304,51057,1
115144,741,6997,77439,1
132161,816,12020,54261,1
130979,839,4747,80912,1
86979,752,9286,10042,1
106189,702,45,32769,1
122600,781,7758,77113,1
139560,757,19585,87918,1
141558,761,455,32449,1
86910,802,9854,48653,1
137713,656,19308,38859,1
126857,805,17349,18576,1
114964,846,1528,55874,1
105227,716,2976,87199,1
85978,757,19455,46345,1
97153,760,13288,80780,1
139765,797,6387,79428,1
119071,732,2521,14321,1
149519,773,6525,15776,1
89503,788,1126,26119,1
140703,753,13348,40569,1
144379,716,7716,48596,1
137866,656,16102,62967,1
96905,800,3404,43063,1
125838,838,4492,32340,1
138279,848,2343,85723,1
106806,759,106,65430,1
125000,683,15195,16668,1
102168,755,13241,90880,1
118714,796,19538,18195,1
134093,707,12575,92097,1
135419,658,4801,67995,1
129145,697,5580,97834,1
82461,764,16598,48250,1
94291,690,5400,26076,1
126804,697,6875,25376,1
144946,822,8656,65839,1
141332,674,6247,74723,1
110841,765,6177,53442,1
128758,727,7269,15392,1
117643,757,14974,37106,1
130408,674,14037,89845,1
123950,796,18756,34809,1
136849,688,16167,10693,1
108044,768,10380,69821,1
95997,728,6617,84159,1
103911,729,303,84710,1
135533,676,12683,21352,1
94571,753,16717,62196,1
137941,723,11025,81066,1
138005,840,18715,14992,1
138712,717,4561,63076,1
123541,796,79,33354,1
103387,677,3763,13312,1
128908,772,10169,55833,1
93057,810,17116,14318,1
144028,787,3976,76003,1
135731,732,17768,37192,1
104858,679,2124,99199,1
128689,671,6652,47489,1
124638,652,5283,50309,1
126486,750,7176,38273,1
100567,754,18676,57553,1
109739,825,12409,39473,1
137804,651,12319,71410,1
83754,703,997,23679,1
107044,655,11001,55310,1
147260,756,4664,93406,1
146912,817,18741,70683,1
88706,772,18063,35992,1
88894,651,13117,39433,1
98037,760,11231,86574,1
131612,651,7440,35933,1
109725,742,19911,55020,1
85926,832,11218,39236,1
89496,849,15608,68735,1
136447,750,19129,19770,1
109806,837,4090,79285,1
121321,746,7471,45271,1
145095,760,3743,83391,1
102656,655,10196,33439,1
135147,776,7008,21101,1
129666,753,3324,92319,1
118787,796,8632,54917,1
142946,804,19641,93459,1
101727,650,226,90562,1
148056,682,14863,51196,1
83081,689,16027,33569,1
114196,681,18785,51887,1
116735,846,4718,30893,1
105498,666,17408,97971,1
111656,775,5672,65304,1
147695,657,15262,42399,1
117900,706,17254,35236,1
127701,691,3199,95870,1
99033,747,18129,59531,1
90805,786,5270,90570,1
115851,769,12750,19442,1
106832,736,7897,66437,1
143437,812,8664,70342,1
93944,848,14892,88179,1
99873,830,8271,45069,1
120372,703,5158,83246,1
95379,733,12844,48560,1
116751,674,589,68070,1
85110,716,9552,52427,1
134341,839,16267,70496,1
92087,832,18268,74557,1
103762,823,16159,82752,1
89596,801,14263,87248,1
98313,695,5399,80441,1
146549,671,8503,58534,1
103705,788,1076,37930,1
147364,825,7235,99042,1
82023,657,16417,17288,1
139796,688,1841,91122,1
144429,812,4481,71518,1
141627,698,1134,42400,1
113848,695,13139,11567,1
117804,687,7771,57878,1
95379,785,8567,58850,1
139664,703,8915,11094,1
107766,814,13898,21135,1
148099,741,1913,89044,1
116060,689,4297,55113,1
149122,683,1942,68791,1
96087,745,17715,19684,1
128868,728,337,81727,1
103225,776,14256,93378,1
86643,666,10057,68552,1
116727,810,8983,18046,1
91005,824,19995,14934,1
145697,759,16283,69556,1
96029,701,3700,56806,1
94226,767,12145,11354,1
143646,658,6118,63046,1
140603,682,2673,75064,1
108731,837,2122,67184,1
148926,762,11977,12963,1
85997,798,8250,37424,1
135506,835,18446,90039,1
129815,734,17638,13042,1
122092,846,3688,17139,1
142539,659,3748,21226,1
146077,655,6342,90298,1
101817,764,16275,93652,1
117861,770,13665,48108,1
93428,790,4130,80647,1
123934,714,3029,78617,1
90258,669,19230,39815,1
137775,706,13182,17802,1
85469,695,4035,52230,1
108854,785,15127,73372,1
86256,659,2899,64020,1
113937,762,9638,93449,1
81651,844,13222,27465,1
130288,788,17296,17994,1
105051,661,4242,13531,1
107386,787,18095,19343,1
96184,802,1439,69066,1
113787,826,5613,16229,1
101621,826,5375,92124,1
139792,660,8877,98704,1
125253,839,2466,54789,1
114051,767,7824,54069,1
129811,813,12329,97402,1
110447,688,11630,19524,1
110254,702,17349,98074,1
137418,705,14203,96762,1
94472,753,6928,73103,1
83471,778,9111,18103,1
88329,705,8120,68581,1
114865,767,11064,93938,1
126850,781,17892,64203,1
134220,679,9404,25090,1
86397,661,871,25915,1
115525,684,12582,51477,1
133072,726,863,66987,1
103284,829,14883,63238,1
141330,808,12145,97047,1
105122,751,3055,25029,1
142812,736,12186,99067,1
87999,845,2682,63520,1
102436,701,12882,80053,1
122963,729,5278,61464,1
82096,784,13805,31961,1
105279,671,16997,36835,1
106201,724,1872,37725,1
99715,833,11346,35357,1
109309,707,7723,11244,1
95078,742,13871,77952,1
136614,841,15946,58061,1
85105,752,7189,16490,1
82839,789,12752,87219,1
148920,656,11565,15839,1
123619,777,6942,34992,1
122821,704,14730,54938,1
93493,755,11383,66249,1
97069,711,244,54735,1
87531,739,20,60734,1
117051,747,13917,57080,1
87736,726,13721,84460,1
87710,832,5767,91457,1
147155,768,10247,34260,1
93975,685,3515,69607,1
142424,738,1910,71852,1
125603,801,10750,38380,1
103252,821,8076,94347,1
81431,794,18006,81257,1
117481,779,15051,51191,1
89557,790,4314,14930,1
80162,808,2453,14353,1
114742,742,2015,17832,1
99675,763,10236,59554,1
97015,677,2800,98487,1
130057,837,9023,64017,1
112591,804,11884,67298,1
89833,792,16352,61389,1
87896,682,12882,83306,1
112972,669,10346,35525,1
129733,819,14035,92092,1
121800,789,16108,90630,1
85347,750,2853,83471,1
139063,672,18620,78211,1
82643,849,4176,41280,1
120785,761,2155,21240,1
98681,663,6829,75092,1
130026,740,1886,79541,1
95892,802,6471,72851,1
127299,726,12589,16544,1
97073,734,8391,67981,1
110682,758,19324,27332,1
94289,680,19874,36836,1
87927,771,13350,24388,1
128330,756,7899,11694,1
146707,703,306,96677,1
145428,782,3075,98202,1
130601,790,18040,59294,1
82539,805,7244,48769,1
102669,692,6611,49420,1
100644,738,19076,47855,1
98745,764,14134,11460,1
108228,748,18148,57646,1
114521,696,275,51252,1
106928,720,5271,19835,1
98322,815,7331,20910,1
137714,716,11553,92757,1
142292,711,11573,18463,1
109055,758,19844,23336,1
122891,816,10072,36534,1
86588,686,16017,12369,1
86304,768,18228,35381,1
87345,735,16455,95094,1
109300,775,7386,97905,1
104259,785,6862,35407,1
95352,701,7340,72552,1
113365,740,9487,45939,1
99446,682,15061,77576,1
82336,730,7635,98652,1
142032,691,14604,36170,1
87521,761,17427,81908,1
103481,775,3042,32369,1
98474,804,17198,83098,1
126760,785,10386,54544,1
135718,800,11692,15900,1
124629,755,15225,50733,1
125232,774,16693,97236,1
147169,762,6661,10589,1
130669,713,10253,70044,1
149184,772,18261,75311,1
127945,763,18870,67926,1
93140,669,11937,80599,1
94357,665,794,95553,1
148673,794,14598,93910,1
145633,668,6786,98435,1
92924,769,4014,59008,1
149286,785,7392,76794,1
137326,815,12545,89134,1
110651,687,5353,12866,1
128777,830,3407,62890,1
96994,742,17358,51504,1
147263,754,16053,63374,1
139634,749,13189,39404,1
90800,739,11213,75223,1
117823,808,7248,10637,1
143878,693,4369,25828,1
98708,837,8050,63544,1
92819,725,16848,55097,1
143870,794,5415,42022,1
89283,728,15398,42202,1
110573,722,8115,38704,1
110933,816,287,33641,1
85774,819,3195,47479,1
90983,825,18376,88771,1
98133,789,7450,32027,1
94939,745,2925,52912,1
80781,738,14515,81474,1
136700,752,17504,52692,1
107624,795,5310,42209,1
86823,655,16830,67563,1
98489,771,11760,66738,1
119961,820,14896,47242,1
109118,765,19280,19941,1
102263,812,17105,17073,1
93565,831,18547,47827,1
100354,711,10774,56225,1
122951,846,15457,47096,1
103648,793,9543,60546,1
130729,785,3980,76457,1
121971,738,11576,78309,1
98658,745,18109,79998,1
101253,775,3413,96496,1
144166,739,494,40268,1
128563,735,947,95354,1
106390,808,22,52078,1
131578,787,1128,11865,1
112658,833,13986,38887,1
86852,770,16161,59876,1
82551,725,16160,43479,1
141001,741,16941,50478,1
129159,719,9808,36401,1
131707,797,6998,38502,1
113243,782,7182,23394,1
101800,672,18040,19262,1
137828,786,8998,14487,1
87239,707,3312,37341,1
86710,836,13329,23570,1
101384,831,15802,67268,1
101038,695,11167,39605,1
120846,671,2324,81602,1
147821,841,9639,36723,1
117991,657,13338,79108,1
86971,772,10753,88206,1
109139,669,5984,70098,1
117711,828,18895,58707,1
86530,727,15142,59028,1
91116,688,11063,66921,1
145794,686,362,70760,1
80282,827,3454,20249,1
81898,811,19182,77847,1
84135,724,3255,53839,1
86629,767,17601,49673,1
145031,753,17869,13642,1
113380,810,5349,16338,1
97071,680,7195,61761,1
100074,772,10047,19622,1
147843,703,7750,58423,1
119901,821,9399,52873,1
91205,683,13686,57565,1
135661,848,8035,17806,1
85906,771,1507,10757,1
82591,762,17387,31470,1
142987,711,14776,16220,1
143370,672,17309,64754,1
134400,695,6583,89852,1
105150,705,3927,32505,1
111852,784,17369,38288,1
122870,767,15797,84492,1
132756,838,4231,29109,1
136481,780,5302,13497,1
81283,815,5291,67326,1
113691,811,908,19864,1
81125,762,15123,97562,1
147065,693,12877,84310,1
106170,777,14239,31017,1
88438,757,2586,11821,1
100095,807,9335,60337,1
96154,666,15640,55485,1
88004,708,17715,93557,1
89752,787,10534,66388,1
135426,748,1806,20372,1
106819,733,10292,81333,1
104217,795,17189,26283,1
112994,694,10967,50857,1
95036,757,16455,61772,1
129416,836,27,69670,1
89587,711,8660,83133,1
80645,708,7055,41261,1
110930,826,9616,67154,1
110090,840,10440,16107,1
132142,809,3832,45561,1
106475,787,15970,86674,1
98888,660,13107,45268,1
123732,751,13777,41608,1
126305,719,15954,23138,1
126037,772,16943,47693,1
89346,839,7957,93000,1
80587,824,12666,31248,1
92763,683,10110,28632,1
139165,750,7344,57547,1
149615,794,16462,22100,1
116116,753,13696,57930,1
105556,831,1031,76861,1
139042,689,18456,86905,1
98099,668,15090,63025,1
125096,716,15816,85876,1
93230,731,17868,88944,1
109009,830,10437,60840,1
113866,713,15453,29369,1
121855,732,14258,28460,1
86416,696,1550,11461,1
135915,655,12977,52362,1
98058,665,4682,38610,1
120718,849,14439,30995,1
112602,795,18213,94716,1
138067,829,3751,17717,1
107516,825,12914,88867,1
81089,820,10223,89472,1
117346,688,15398,74022,1
90487,826,6601,63668,1
80155,762,3856,61645,1
147494,789,12661,39550,1
118547,787,15591,96151,1
108795,720,6182,13576,1
135296,759,7970,50868,1
101447,704,15154,56380,1
116598,778,2094,15728,1
121814,698,12095,42800,1
143278,813,19416,20886,1
135077,670,13672,89614,1
89528,686,17932,79909,1
130100,765,14228,57236,1
88179,673,8559,55805,1
128781,704,64,42532,1
135267,674,3299,38688,1
103952,784,4849,21063,1
133798,776,5639,33089,1
130939,742,18419,65942,1
109516,743,11055,61829,1
136526,720,18612,60553,1
90449,848,16980,43585,1
130290,771,19990,81739,1
102746,673,10866,69004,1
147990,660,3889,12438,1
138810,722,19890,33212,1
95223,661,15458,60362,1
82597,684,17779,82177,1
145677,840,452,26983,1
82659,845,10995,24026,1
95037,834,2631,60998,1
126738,790,2186,65744,1
92109,672,5967,67013,1
102010,732,4348,61039,1
88787,816,1459,59831,1
88472,737,1942,95172,1
103383,729,14896,44603,1
141709,746,14407,87758,1
149785,789,15622,77713,1
114518,683,14557,23105,1
133909,848,16445,77182,1
98351,724,17878,62147,1
149624,808,17564,85400,1
133330,777,13093,56434,1
95282,839,2788,36515,1
101778,790,10400,99298,1
104264,680,16489,68001,1
139675,779,3925,68397,1
85075,752,18292,71415,1
128454,664,18433,26960,1
108365,706,14568,91838,1
128200,724,12656,55778,1
91002,683,9466,40941,1
93947,752,3904,50955,1
132142,845,15467,88565,1
136307,724,10419,66908,1
84493,678,16676,74067,1
130085,843,10414,65696,1
114228,665,12165,28429,1
131875,816,10683,86676,1
111655,726,15442,24847,1
123472,686,4860,57191,1
129437,730,3729,44256,1
129416,798,14400,38774,1
139711,821,8619,19127,1
86816,773,11164,38205,1
144307,668,6110,91163,1
126733,848,6955,68764,1
91240,751,106,48664,1
112762,785,4754,66795,1
88259,726,11525,42333,1
130139,843,6408,46079,1
94849,690,7635,94225,1
134869,847,1225,34259,1
143095,710,12196,36571,1
103567,675,4250,61119,1
115292,720,15372,18009,1
131631,752,17279,71829,1
89885,719,12097,48230,1
139659,756,18004,66049,1
134306,806,12055,46498,1
146314,756,5419,38820,1
145087,752,17769,50315,1
109165,843,15713,42795,1
138929,668,11784,95411,1
147028,717,2433,49191,1
129812,835,10998,64453,1
130500,719,11575,22453,1
138643,762,1301,60325,1
124900,706,6858,59490,1
122946,814,8950,84796,1
87851,710,8938,59993,1
96288,741,5644,55706,1
147580,679,11078,52817,1
87368,848,9260,74544,1
126403,802,14690,65710,1
89168,776,3307,60799,1
129879,842,16488,70964,1
139871,764,395,63678,1
112174,655,19901,81150,1
86581,667,10845,70438,1
144046,659,3291,87223,1
129678,741,18394,71926,1
106649,788,13138,13801,1
94567,842,4537,51048,1
141944,726,9860,50144,1
108803,750,17435,20148,1
98230,733,19225,92819,1
97862,842,6618,29861,1
123355,701,4723,71717,1
111259,844,19968,32480,1
110795,680,14837,28637,1
88770,794,8539,54621,1
91093,832,1263,70304,1
126571,759,13305,57431,1
80193,742,10934,98921,1
97569,813,10265,66172,1
91190,803,16339,35437,1
142824,702,1351,18149,1
122752,794,7190,24671,1
112327,735,19030,33119,1
122070,802,16650,56117,1
120197,651,10885,26279,1
82261,735,7434,78835,1
106512,782,1022,14803,1
86716,653,2037,92897,1
108933,813,8756,70805,1
84378,655,13558,28201,1
120583,798,17443,38634,1
109033,767,1424,24760,1
104000,738,4123,20826,1
122604,803,16603,96821,1
148336,832,405,55775,1
85410,816,9829,84676,1
136044,810,18702,16798,1
143315,663,9951,76103,1
86796,705,8983,87160,1
134245,730,17693,87751,1
123056,798,12025,83502,1
97709,695,4929,61410,1
138557,793,9522,50888,1
97543,665,12638,59047,1
117418,769,8702,55955,1
96724,733,10764,11982,1
83828,806,12121,43864,1
97087,657,14219,89118,1
92605,737,1617,95490,1
111337,780,10248,49265,1
85482,668,17904,56313,1
145333,746,1583,54350,1
130952,715,6704,25378,1
85463,728,7988,79815,1
84648,735,17959,37924,1
113623,773,9953,92593,1
139156,799,2613,17312,1
115634,695,3892,40353,1
124602,762,12336,96450,1
129334,740,6733,26192,1
148648,790,4431,27450,1
102054,682,17765,15432,1
102207,782,3515,67225,1
101386,726,4454,88711,1
139518,804,7769,75604,1
132781,770,8384,20295,1
132780,777,13727,16774,1
141440,727,3534,22190,1
124199,801,755,41286,1
141035,716,18909,86325,1
88210,764,17211,82427,1
124363,712,18717,97513,1
140348,762,8302,74014,1
135284,743,12907,85852,1
148847,697,8984,65256,1
102432,840,14385,68630,1
144089,661,7181,72771,1
135398,805,13445,61715,1
83321,821,12875,17466,1
117383,820,3414,27637,1
132893,794,15005,78745,1
115820,689,9501,46317,1
146262,826,14245,59766,1
83760,734,6457,13078,1
102190,706,6749,37299,1
147411,736,296,13543,1
103377,733,9821,61052,1
126737,841,16952,32064,1
149569,834,5283,82287,1
118211,770,13119,90442,1
83744,723,7664,93632,1
104995,756,7511,24425,1
96977,773,5465,61481,1
114542,847,12557,87347,1
90651,749,4382,93114,1
96715,692,16449,82317,1
124409,768,17263,96826,1
104306,672,9408,60530,1
99086,804,13690,91099,1
94376,835,5069,35888,1
141350,686,19623,37491,1
116636,783,11672,42352,1
131649,714,16891,31676,1
114610,783,7704,75836,1
90058,827,17509,47463,1
144200,671,17269,58990,1
126619,754,19225,96544,1
97154,737,7975,73627,1
99539,802,12069,30221,1
140058,774,6565,95837,1
142068,728,4870,82843,1
110373,739,18909,61313,1
113154,849,9117,39251,1
86031,700,1938,56586,1
102785,825,11554,84418,1
108669,751,3232,63884,1
82282,847,3465,62620,1
114624,755,440,20040,1
128438,842,16845,81677,1
147534,709,5413,55878,1
111705,695,11663,15969,1
118244,685,5755,23162,1
117437,835,5012,75435,1
130583,815,19547,84667,1
118392,660,16126,15037,1
87461,661,6752,70526,1
90516,819,5,97914,1
97514,688,4776,24693,1
116268,848,7038,69090,1
116788,788,6414,12451,1
141049,685,3970,75560,1
142493,701,11050,15962,1
116027,680,2606,99552,1
122849,682,16482,26444,1
97858,790,525,50443,1
132395,795,6337,26506,1
119758,818,1180,48384,1
134312,707,13057,34248,1
148670,833,5922,56162,1
95434,801,3071,52690,1
144047,777,2792,79625,1
127775,680,13844,78008,1
146677,704,14,70309,1
125734,659,18799,53237,1
120603,837,2685,45732,1
148803,779,16212,18104,1
119332,664,9428,93230,1
101312,652,8159,44980,1
124179,692,4100,84990,1
120379,808,6374,49560,1
97297,847,6004,19554,1
82011,716,5521,55987,1
124014,705,11412,40985,1
91738,712,11755,58167,1
127498,664,19681,50428,1
91120,758,19017,77238,1
88767,765,3890,72723,1
102852,741,17175,27038,1
80929,787,9191,32219,1
97438,815,151,14271,1
128515,696,19447,37397,1
85744,706,13861,84491,1
122417,699,18475,39602,1
87069,720,15032,64471,1
122359,792,4599,72150,1
99799,795,12274,54227,1
87597,731,12218,33116,1
127093,765,2977,16674,1
117226,754,17226,27469,1
106417,737,3793,15446,1
98693,651,1659,30760,1
133161,753,5162,11963,1
82169,733,10705,86002,1
102052,692,16040,37262,1
88036,803,4270,15177,1
111778,720,13286,21160,1
107734,815,3603,17543,1
103173,743,13772,92162,1
110403,691,17600,49278,1
146321,782,2291,39607,1
86344,788,13123,95835,1
98800,714,3811,27221,1
105372,683,13347,13323,1
141516,769,13851,62105,1
100538,650,15513,86151,1
143918,779,5142,76968,1
94973,797,12194,33238,1
139500,710,7526,73830,1
116575,798,19362,83967,1
122261,737,13513,18330,1
107716,717,12084,54153,1
83236,776,13349,18611,1
95848,789,15068,23872,1
82352,671,4595,59455,1
81932,797,15402,44930,1
88556,731,9955,82022,1
85498,778,18554,72714,1
130098,679,13996,98794,1
144386,775,19405,58716,1
89569,746,1185,76704,1
136882,673,3285,10415,1
80340,663,3447,86441,1
123949,685,10662,80779,1
142443,846,4899,92069,1
80138,673,16060,98444,1
80358,837,1935,81435,1
110654,744,9445,19888,1
105879,704,9274,55299,1
135778,673,10335,68765,1
117772,801,17669,72714,1
138478,831,8545,25935,1
144353,675,7479,83002,1
106762,843,5255,90631,1
93283,729,18269,86729,1
143922,815,5062,11320,1
119420,714,7066,56032,1
135568,724,10712,87763,1
100219,828,15991,27907,1
137169,812,3022,48002,1
126840,692,1547,54838,1
124695,678,12210,48912,1
138342,814,4204,10552,1
98951,730,7590,30140,1
81307,835,1368,95591,1
115428,703,11529,58737,1
118975,688,18141,43367,1
81140,691,15945,90634,1
104842,805,9709,34061,1
106421,678,13644,90336,1
81708,820,4917,52124,1
83630,780,19868,55638,1
99595,787,11877,11982,1
108308,836,13224,45765,1
124789,791,3052,92606,1
135690,824,8382,64681,1
106086,691,17316,73232,1
96859,743,7240,72349,1
87684,809,3238,73474,1
81207,681,10407,39513,1
126099,819,565,32592,1
147496,809,5558,33618,1
146093,675,16375,61632,1
109689,764,17127,25409,1
128651,778,11103,19529,1
93893,705,15174,34154,1
146418,771,8722,42882,1
140011,755,8753,54917,1
118635,779,5629,92488,1
136115,730,6318,25701,1
138954,807,301,85281,1
108064,769,7506,99871,1
82454,848,8701,78225,1
100878,701,6962,62492,1
131098,740,5429,12988,1
142154,786,15866,45919,1
92991,671,7248,58426,1
148344,683,19829,62167,1
116593,759,2203,19013,1
116304,698,19218,49113,1
110386,778,2479,13574,1
135220,722,10386,17838,1
149338,733,434,41368,1
101083,702,10230,42228,1
98354,749,1706,59711,1
102190,773,5725,56097,1
86142,817,18288,65773,1
108398,694,3959,38639,1
131971,845,14521,24823,1
121862,786,11143,33510,1
133410,754,6825,48333,1
99503,799,6347,14435,1
128456,795,12841,48418,1
88016,755,2713,67955,1
82384,692,11561,69507,1
142320,816,12787,61033,1
95072,783,6512,96089,1
120510,697,10596,82972,1
128933,775,19930,57219,1
101826,656,15182,44477,1
148026,846,18687,99780,1
105518,665,3221,52721,1
104045,778,1082,77228,1
130876,764,8637,25523,1
131919,686,13123,42326,1
107103,814,13042,52205,1
116188,774,14133,10125,1
85845,730,17976,76735,1
116674,841,5608,26375,1
99337,711,5526,12711,1
102313,721,6472,42437,1
106943,838,2775,38022,1
80276,774,15828,19182,1
131151,810,12008,98148,1
97611,715,17974,81531,1
91944,679,15055,50950,1
132887,669,18615,22920,1
129847,837,5118,32144,1
138653,731,7960,94418,1
136622,756,17945,12565,1
107810,801,12464,98909,1
90503,781,7596,63942,1
116976,686,7240,80560,1
91590,781,4942,34691,1
90886,726,19622,43799,1
92866,738,13536,76777,1
146624,795,1600,44510,1
148899,737,5700,97919,1
112792,843,6071,87366,1
89764,825,10248,38975,1
122727,682,12523,63242,1
88068,707,17093,56546,1
87295,677,19355,33267,1
121160,684,17177,87911,1
91390,774,19483,97049,1
100131,787,11047,79939,1
95038,714,5765,14897,1
132327,691,26,10163,1
101281,734,6693,62540,1
134189,786,19485,92915,1
128511,837,6609,40030,1
88605,760,9314,65313,1
81381,664,16258,39870,1
146634,834,5309,39482,1
99810,718,11,41058,1
104322,754,15389,67255,1
121869,799,13671,74930,1
112955,713,5774,60500,1
141388,690,16563,36379,1
90207,720,796,77787,1
147628,705,7279,33674,1
108220,800,7188,16590,1
102031,674,2024,41432,1
139766,754,7666,50426,1
92449,783,3217,59584,1
136699,768,6584,97663,1
126092,811,5285,48015,1
143671,840,7370,83251,1
90350,658,17903,79353,1
148487,709,6856,92990,1
97622,774,2432,14600,1
133117,698,4866,34690,1
138394,700,13566,43762,1
103782,837,5054,47499,1
108454,719,9108,97988,1
147904,686,18454,17670,1
95592,680,1781,96687,1
102173,818,17900,27341,1
113204,711,11062,83823,1
115596,742,11774,94074,1
114324,835,15958,27015,1
141202,663,19674,75126,1
110750,813,9638,65197,1
96566,813,1379,59849,1
87190,728,9675,25852,1
118333,657,10266,65361,1
81589,803,17184,31258,1
105235,685,15195,72355,1
80159,697,10929,51508,1
92145,734,5267,77784,1
111921,677,19879,81728,1
96237,845,3257,37410,1
88244,839,12069,19895,1
94743,700,981,81942,1
126101,753,10668,43924,1
136378,819,18472,80831,1
136071,750,19336,22264,1
92237,678,11656,38038,1
95649,776,18510,19136,1
117713,731,8063,23213,1
125409,659,18975,87608,1
128766,755,9665,37431,1
126154,816,19706,52290,1
87016,650,6437,77539,1
128688,688,10375,95535,1
134238,670,2861,52747,1
138608,714,12842,85974,1
111897,664,18039,89763,1
130961,781,18139,79208,1
148703,837,6227,82994,1
124757,710,11424,94075,1
106917,797,9643,79015,1
102736,787,10310,24887,1
107990,736,18951,10051,1
142551,754,15233,77695,1
138161,683,13200,79926,1
102440,773,19507,95571,1
115205,759,10532,38491,1
135103,825,9680,26080,1
121627,682,10619,44880,1
99008,747,7150,69965,1
112402,710,1766,57361,1
133384,659,3549,97685,1
85793,831,18693,90875,1
85571,733,9634,76890,1
96209,714,1976,81156,1
123148,726,15560,79290,1
82224,650,12165,26593,1
128695,782,2490,26167,1
112441,729,11995,98091,1
119129,664,12019,43005,1
142368,677,7425,75471,1
124760,672,12857,60728,1
103478,758,8689,18691,1
92180,756,3976,19756,1
95372,794,14205,46308,1
109796,762,704,74079,1
138272,747,5452,75524,1
134040,790,12849,70466,1
96211,791,6094,19327,1
85842,788,3681,38520,1
143115,677,18300,53308,1
146852,691,9566,26533,1
125968,748,7501,54488,1
97508,710,1845,77160,1
102005,772,6413,50429,1
134575,713,7990,61726,1
98971,680,9628,96348,1
105599,730,13230,83065,1
146914,659,19474,30653,1
147055,657,17754,66921,1
85355,798,18312,23654,1
134120,708,1636,12108,1
118342,827,18227,79483,1
82257,846,14707,17899,1
107364,847,17215,23372,1
104972,679,5538,47682,1
106654,794,10317,77799,1
109320,669,12454,46583,1
100808,697,15449,39295,1
132389,779,8455,76113,1
114773,686,15059,90565,1
131168,778,15630,59574,1
107747,781,1286,74934,1
137505,749,1529,40066,1
98135,703,10000,93149,1
127377,771,6655,95096,1
103554,674,1877,18945,1
142491,780,9941,39418,1
135621,658,18862,92607,1
138283,683,13055,59874,1
96923,692,16484,27130,1
127591,723,3087,96257,1
142261,743,5828,78248,1
134336,671,18675,92627,1
140948,719,17077,91393,1
113002,779,5406,51394,1
106672,743,11432,59635,1
84213,843,3491,92089,1
90293,681,13358,27404,1
135860,755,13354,82629,1
142507,793,3392,23156,1
137134,650,2268,65618,1
82100,721,5632,59999,1
141997,825,3783,23785,1
108172,699,14479,58359,1
100132,790,15387,24694,1
98199,664,5969,46114,1
116609,702,8981,79549,1
122965,821,8850,67230,1
88016,657,15172,42799,1
119779,723,17402,21156,1
111881,695,18337,20304,1
104472,718,3657,50645,1
131813,763,18680,48938,1
116021,796,17158,66982,1
134131,815,19195,87614,1
104087,772,9572,12315,1
92828,788,3182,22420,1
141610,766,12979,28312,1
81401,692,7867,31395,1
95193,669,15155,50301,1
124864,797,13006,56972,1
100307,670,4329,73294,1
99611,731,3097,90853,1
123791,706,1404,58225,1
91950,827,5101,92504,1
82745,723,1369,32854,1
135243,747,6665,80780,1
83866,803,18448,40929,1
112245,807,2765,67103,1
124724,759,19201,73620,1
131374,764,716,99590,1
110116,808,13850,94124,1
100447,691,1711,54590,1
110431,717,6261,82554,1
97908,838,16392,20621,1
109336,838,6086,10973,1
120992,719,14362,68786,1
135350,727,11223,47097,1
149561,845,16220,44245,1
131955,739,13392,75211,1
141240,760,2246,64841,1
100093,761,2822,35346,1
86155,752,17234,81980,1
126607,794,17491,59153,1
113487,668,16683,86942,1
135668,828,9669,15972,1
100963,719,1082,58063,1
130124,712,11148,75488,1
132870,724,8167,67055,1
136547,807,9557,74366,1
144110,802,19184,20931,1
133554,753,11728,17702,1
100936,724,3951,94834,1
84426,777,14677,31540,1
107606,848,15969,67450,1
127832,803,8967,75252,1
108151,705,6768,56904,1
91308,671,17836,62320,1
142522,738,18065,41000,1
125671,668,14039,12599,1
82204,808,2303,97636,1
111131,675,15163,94719,1
132428,819,7157,66165,1
113870,818,18235,68855,1
129067,672,18281,10018,1
138585,696,16129,10858,1
101607,662,9519,35992,1
104968,715,244,42580,1
91908,843,8948,80916,1
106423,793,9015,45800,1
141215,722,11019,68770,1
135835,805,2779,64941,1
129429,726,18230,94451,1
118458,812,13723,47487,1
126169,818,12803,22943,1
87659,680,16857,71457,1
140614,734,13698,28836,1
112793,809,1792,21394,1
126473,831,15376,82158,1
135751,849,18118,35280,1
